epoch,conv_train_acc,conv_val_acc,conv_val_auc,conv_val_aucroc,mel_train_acc,mel_val_acc,mel_val_auc,mel_val_aucroc
1,0.7651715039577837,0.8175438596491228,0.9264195804956945,0.9264195804956945,0.6112576956904133,0.7824561403508772,0.8148818340401291,0.8148818340401291
